round,g1,g2,choice,coin_flip,wealth_expected,wealth_actual,realized,g1_max,g1_min,g1_range,g1_mean,g1_signs_diff,g1_both_positive,g1_both_negative,g1_count_positive,g1_count_negative,g2_max,g2_min,g2_range,g2_mean,g2_signs_diff,g2_both_positive,g2_both_negative,g2_count_positive,g2_count_negative,g1_both_gainers,g1_both_shrinkers,g1_count_gainers,g1_count_shrinkers,g2_both_gainers,g2_both_shrinkers,g2_count_gainers,g2_count_shrinkers,eta
118,"(-305.5, 440.5)","(-407.0, 108.5)",1,2,15310.75,14314.0,440.5,440.5,-305.5,746.0,67.5,1,0,0,1,1,108.5,-407.0,515.5,-149.25,1,0,0,1,1,,,,,,,,,0.25
119,"(440.5, 0.0)","(108.5, 309.5)",1,2,15531.0,14314.0,0.0,440.5,0.0,440.5,220.25,0,0,0,1,0,309.5,108.5,201.0,209.0,0,1,0,2,0,,,,,1.0,0.0,2.0,0.0,0.25
120,"(-407.0, 210.5)","(-241.5, -49.0)",1,2,15432.75,14524.5,210.5,210.5,-407.0,617.5,-98.25,1,0,0,1,1,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,,,,,,,,,0.25
121,"(-407.0, 0.0)","(-49.0, 440.5)",2,1,15628.5,14475.5,-49.0,0.0,-407.0,407.0,-203.5,0,0,0,0,1,440.5,-49.0,489.5,195.75,1,0,0,1,1,,,,,,,,,0.25
122,"(-241.5, 108.5)","(210.5, 440.5)",2,1,15954.0,14686.0,210.5,108.5,-241.5,350.0,-66.5,1,0,0,1,1,440.5,210.5,230.0,325.5,0,1,0,2,0,,,,,1.0,0.0,2.0,0.0,0.25
123,"(-49.0, 440.5)","(108.5, 210.5)",1,1,16149.75,14637.0,-49.0,440.5,-49.0,489.5,195.75,1,0,0,1,1,210.5,108.5,102.0,159.5,0,1,0,2,0,,,,,1.0,0.0,2.0,0.0,0.25
124,"(-49.0, 440.5)","(-407.0, 0.0)",1,2,16345.5,15077.5,440.5,440.5,-49.0,489.5,195.75,1,0,0,1,1,0.0,-407.0,407.0,-203.5,0,0,0,0,1,,,,,,,,,0.25
125,"(108.5, 440.5)","(-305.5, -241.5)",1,1,16620.0,15186.0,108.5,440.5,108.5,332.0,274.5,0,1,0,2,0,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,1.0,0.0,2.0,0.0,,,,,0.25
126,"(-305.5, -241.5)","(108.5, 210.5)",2,1,16779.5,15294.5,108.5,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,210.5,108.5,102.0,159.5,0,1,0,2,0,,,,,1.0,0.0,2.0,0.0,0.25
127,"(440.5, 0.0)","(-241.5, 309.5)",1,1,16999.75,15735.0,440.5,440.5,0.0,440.5,220.25,0,0,0,1,0,309.5,-241.5,551.0,34.0,1,0,0,1,1,,,,,,,,,0.25
128,"(-49.0, 309.5)","(-241.5, 108.5)",1,1,17130.0,15686.0,-49.0,309.5,-49.0,358.5,130.25,1,0,0,1,1,108.5,-241.5,350.0,-66.5,1,0,0,1,1,,,,,,,,,0.25
129,"(108.5, 210.5)","(108.5, 0.0)",1,1,17289.5,15794.5,108.5,210.5,108.5,102.0,159.5,0,1,0,2,0,108.5,0.0,108.5,54.25,0,0,0,1,0,1.0,0.0,2.0,0.0,,,,,0.25
130,"(-305.5, 440.5)","(-241.5, 108.5)",1,2,17357.0,16235.0,440.5,440.5,-305.5,746.0,67.5,1,0,0,1,1,108.5,-241.5,350.0,-66.5,1,0,0,1,1,,,,,,,,,0.25
131,"(-241.5, 0.0)","(-305.5, -241.5)",1,2,17236.25,16235.0,0.0,0.0,-241.5,241.5,-120.75,0,0,0,0,1,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,,,,,,,,,0.25
132,"(210.5, 309.5)","(-241.5, 210.5)",1,2,17496.25,16544.5,309.5,309.5,210.5,99.0,260.0,0,1,0,2,0,210.5,-241.5,452.0,-15.5,1,0,0,1,1,1.0,0.0,2.0,0.0,,,,,0.25
133,"(-49.0, 210.5)","(-49.0, 108.5)",1,1,17577.0,16495.5,-49.0,210.5,-49.0,259.5,80.75,1,0,0,1,1,108.5,-49.0,157.5,29.75,1,0,0,1,1,,,,,,,,,0.25
134,"(-241.5, 108.5)","(-305.5, 0.0)",1,1,17510.5,16254.0,-241.5,108.5,-241.5,350.0,-66.5,1,0,0,1,1,0.0,-305.5,305.5,-152.75,0,0,0,0,1,,,,,,,,,0.25
135,"(-49.0, 309.5)","(-49.0, 210.5)",1,2,17640.75,16563.5,309.5,309.5,-49.0,358.5,130.25,1,0,0,1,1,210.5,-49.0,259.5,80.75,1,0,0,1,1,,,,,,,,,0.25
136,"(-305.5, 440.5)","(-49.0, 210.5)",2,1,17721.5,16514.5,-49.0,440.5,-305.5,746.0,67.5,1,0,0,1,1,210.5,-49.0,259.5,80.75,1,0,0,1,1,,,,,,,,,0.25
137,"(-407.0, -305.5)","(210.5, 309.5)",2,2,17981.5,16824.0,309.5,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,309.5,210.5,99.0,260.0,0,1,0,2,0,,,,,1.0,0.0,2.0,0.0,0.25
138,"(-49.0, 309.5)","(-305.5, 440.5)",1,2,18111.75,17133.5,309.5,309.5,-49.0,358.5,130.25,1,0,0,1,1,440.5,-305.5,746.0,67.5,1,0,0,1,1,,,,,,,,,0.25
139,"(-241.5, 0.0)","(-305.5, 309.5)",2,1,18113.75,16828.0,-305.5,0.0,-241.5,241.5,-120.75,0,0,0,0,1,309.5,-305.5,615.0,2.0,1,0,0,1,1,,,,,,,,,0.25
140,"(-305.5, -241.5)","(309.5, 0.0)",2,2,18268.5,16828.0,0.0,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,309.5,0.0,309.5,154.75,0,0,0,1,0,,,,,,,,,0.25
141,"(-241.5, 440.5)","(-49.0, 309.5)",2,2,18398.75,17137.5,309.5,440.5,-241.5,682.0,99.5,1,0,0,1,1,309.5,-49.0,358.5,130.25,1,0,0,1,1,,,,,,,,,0.25
142,"(-241.5, 108.5)","(-241.5, 0.0)",1,2,18332.25,17246.0,108.5,108.5,-241.5,350.0,-66.5,1,0,0,1,1,0.0,-241.5,241.5,-120.75,0,0,0,0,1,,,,,,,,,0.25
143,"(-305.5, -49.0)","(-49.0, 440.5)",2,2,18528.0,17686.5,440.5,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,440.5,-49.0,489.5,195.75,1,0,0,1,1,,,,,,,,,0.25
144,"(-49.0, 108.5)","(-241.5, 440.5)",2,1,18627.5,17445.0,-241.5,108.5,-49.0,157.5,29.75,1,0,0,1,1,440.5,-241.5,682.0,99.5,1,0,0,1,1,,,,,,,,,0.25
145,"(-407.0, -241.5)","(-241.5, 108.5)",2,1,18561.0,17203.5,-241.5,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,108.5,-241.5,350.0,-66.5,1,0,0,1,1,,,,,,,,,0.25
146,"(309.5, 440.5)","(-305.5, 108.5)",1,2,18936.0,17644.0,440.5,440.5,309.5,131.0,375.0,0,1,0,2,0,108.5,-305.5,414.0,-98.5,1,0,0,1,1,1.0,0.0,2.0,0.0,,,,,0.25
147,"(-49.0, 210.5)","(309.5, 440.5)",2,1,19311.0,17953.5,309.5,210.5,-49.0,259.5,80.75,1,0,0,1,1,440.5,309.5,131.0,375.0,0,1,0,2,0,,,,,1.0,0.0,2.0,0.0,0.25
148,"(-305.5, 309.5)","(-305.5, 210.5)",1,2,19313.0,18263.0,309.5,309.5,-305.5,615.0,2.0,1,0,0,1,1,210.5,-305.5,516.0,-47.5,1,0,0,1,1,,,,,,,,,0.25
149,"(-49.0, 440.5)","(108.5, 309.5)",2,2,19522.0,18572.5,309.5,440.5,-49.0,489.5,195.75,1,0,0,1,1,309.5,108.5,201.0,209.0,0,1,0,2,0,,,,,1.0,0.0,2.0,0.0,0.25
150,"(108.5, 0.0)","(-305.5, 210.5)",1,2,19576.25,18572.5,0.0,108.5,0.0,108.5,54.25,0,0,0,1,0,210.5,-305.5,516.0,-47.5,1,0,0,1,1,,,,,,,,,0.25
151,"(-305.5, 440.5)","(-407.0, 210.5)",1,1,19643.75,18267.0,-305.5,440.5,-305.5,746.0,67.5,1,0,0,1,1,210.5,-407.0,617.5,-98.25,1,0,0,1,1,,,,,,,,,0.25
152,"(-241.5, 0.0)","(-241.5, 108.5)",2,2,19577.25,18375.5,108.5,0.0,-241.5,241.5,-120.75,0,0,0,0,1,108.5,-241.5,350.0,-66.5,1,0,0,1,1,,,,,,,,,0.25
153,"(-305.5, 108.5)","(210.5, 440.5)",2,1,19902.75,18586.0,210.5,108.5,-305.5,414.0,-98.5,1,0,0,1,1,440.5,210.5,230.0,325.5,0,1,0,2,0,,,,,1.0,0.0,2.0,0.0,0.25
154,"(-305.5, 0.0)","(-305.5, 309.5)",2,1,19904.75,18280.5,-305.5,0.0,-305.5,305.5,-152.75,0,0,0,0,1,309.5,-305.5,615.0,2.0,1,0,0,1,1,,,,,,,,,0.25
155,"(108.5, 440.5)","(309.5, 440.5)",2,1,20279.75,18590.0,309.5,440.5,108.5,332.0,274.5,0,1,0,2,0,440.5,309.5,131.0,375.0,0,1,0,2,0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.25
156,"(-407.0, 210.5)","(-407.0, 0.0)",1,2,20181.5,18800.5,210.5,210.5,-407.0,617.5,-98.25,1,0,0,1,1,0.0,-407.0,407.0,-203.5,0,0,0,0,1,,,,,,,,,0.25
157,"(-241.5, -49.0)","(-49.0, 440.5)",2,2,20377.25,19241.0,440.5,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,440.5,-49.0,489.5,195.75,1,0,0,1,1,,,,,,,,,0.25
158,"(108.5, 309.5)","(-407.0, -241.5)",1,1,20586.25,19349.5,108.5,309.5,108.5,201.0,209.0,0,1,0,2,0,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,1.0,0.0,2.0,0.0,,,,,0.25
159,"(-407.0, -305.5)","(-305.5, 440.5)",2,2,20653.75,19790.0,440.5,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,440.5,-305.5,746.0,67.5,1,0,0,1,1,,,,,,,,,0.25
160,"(-407.0, 210.5)","(-407.0, -305.5)",1,2,20555.5,20000.5,210.5,210.5,-407.0,617.5,-98.25,1,0,0,1,1,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,,,,,,,,,0.25
161,"(-407.0, 210.5)","(-407.0, 0.0)",1,1,20457.25,19593.5,-407.0,210.5,-407.0,617.5,-98.25,1,0,0,1,1,0.0,-407.0,407.0,-203.5,0,0,0,0,1,,,,,,,,,0.25
162,"(210.5, 309.5)","(309.5, 0.0)",1,1,20717.25,19804.0,210.5,309.5,210.5,99.0,260.0,0,1,0,2,0,309.5,0.0,309.5,154.75,0,0,0,1,0,1.0,0.0,2.0,0.0,,,,,0.25
163,"(210.5, 440.5)","(210.5, 0.0)",1,1,21042.75,20014.5,210.5,440.5,210.5,230.0,325.5,0,1,0,2,0,210.5,0.0,210.5,105.25,0,0,0,1,0,1.0,0.0,2.0,0.0,,,,,0.25
164,"(210.5, 309.5)","(-49.0, 0.0)",1,1,21302.75,20225.0,210.5,309.5,210.5,99.0,260.0,0,1,0,2,0,0.0,-49.0,49.0,-24.5,0,0,0,0,1,1.0,0.0,2.0,0.0,,,,,0.25
165,"(-241.5, 210.5)","(-407.0, -49.0)",1,1,21287.25,19983.5,-241.5,210.5,-241.5,452.0,-15.5,1,0,0,1,1,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,,,,,,,,,0.25
166,"(-305.5, 440.5)","(-407.0, -305.5)",1,2,21354.75,20424.0,440.5,440.5,-305.5,746.0,67.5,1,0,0,1,1,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,,,,,,,,,0.25
167,"(-49.0, 108.5)","(-241.5, 0.0)",1,2,21384.5,20532.5,108.5,108.5,-49.0,157.5,29.75,1,0,0,1,1,0.0,-241.5,241.5,-120.75,0,0,0,0,1,,,,,,,,,0.25
168,"(-407.0, 0.0)","(-241.5, 309.5)",2,2,21418.5,20842.0,309.5,0.0,-407.0,407.0,-203.5,0,0,0,0,1,309.5,-241.5,551.0,34.0,1,0,0,1,1,,,,,,,,,0.25
169,"(-305.5, 0.0)","(-305.5, 309.5)",2,2,21420.5,21151.5,309.5,0.0,-305.5,305.5,-152.75,0,0,0,0,1,309.5,-305.5,615.0,2.0,1,0,0,1,1,,,,,,,,,0.25
170,"(-241.5, 108.5)","(-305.5, 0.0)",1,2,21354.0,21260.0,108.5,108.5,-241.5,350.0,-66.5,1,0,0,1,1,0.0,-305.5,305.5,-152.75,0,0,0,0,1,,,,,,,,,0.25
171,"(-49.0, 309.5)","(-49.0, 440.5)",2,2,21549.75,21700.5,440.5,309.5,-49.0,358.5,130.25,1,0,0,1,1,440.5,-49.0,489.5,195.75,1,0,0,1,1,,,,,,,,,0.25
172,"(210.5, 0.0)","(-241.5, 0.0)",1,1,21655.0,21911.0,210.5,210.5,0.0,210.5,105.25,0,0,0,1,0,0.0,-241.5,241.5,-120.75,0,0,0,0,1,,,,,,,,,0.25
173,"(-241.5, -49.0)","(-305.5, 210.5)",2,1,21607.5,21605.5,-305.5,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,210.5,-305.5,516.0,-47.5,1,0,0,1,1,,,,,,,,,0.25
174,"(-241.5, 0.0)","(-241.5, -49.0)",1,2,21486.75,21605.5,0.0,0.0,-241.5,241.5,-120.75,0,0,0,0,1,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,,,,,,,,,0.25
175,"(-49.0, 0.0)","(440.5, 0.0)",2,1,21707.0,22046.0,440.5,0.0,-49.0,49.0,-24.5,0,0,0,0,1,440.5,0.0,440.5,220.25,0,0,0,1,0,,,,,,,,,0.25
176,"(440.5, 0.0)","(-49.0, 210.5)",1,2,21927.25,22046.0,0.0,440.5,0.0,440.5,220.25,0,0,0,1,0,210.5,-49.0,259.5,80.75,1,0,0,1,1,,,,,,,,,0.25
177,"(-241.5, 0.0)","(309.5, 0.0)",2,2,22082.0,22046.0,0.0,0.0,-241.5,241.5,-120.75,0,0,0,0,1,309.5,0.0,309.5,154.75,0,0,0,1,0,,,,,,,,,0.25
178,"(-407.0, -241.5)","(-305.5, 309.5)",2,1,22084.0,21740.5,-305.5,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,309.5,-305.5,615.0,2.0,1,0,0,1,1,,,,,,,,,0.25
179,"(-49.0, 0.0)","(108.5, 210.5)",2,2,22243.5,21951.0,210.5,0.0,-49.0,49.0,-24.5,0,0,0,0,1,210.5,108.5,102.0,159.5,0,1,0,2,0,,,,,1.0,0.0,2.0,0.0,0.25
180,"(-49.0, 210.5)","(-305.5, 0.0)",1,2,22324.25,22161.5,210.5,210.5,-49.0,259.5,80.75,1,0,0,1,1,0.0,-305.5,305.5,-152.75,0,0,0,0,1,,,,,,,,,0.25
181,"(-407.0, -49.0)","(-305.5, 210.5)",2,2,22276.75,22372.0,210.5,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,210.5,-305.5,516.0,-47.5,1,0,0,1,1,,,,,,,,,0.25
182,"(108.5, 0.0)","(440.5, 0.0)",2,2,22497.0,22372.0,0.0,108.5,0.0,108.5,54.25,0,0,0,1,0,440.5,0.0,440.5,220.25,0,0,0,1,0,,,,,,,,,0.25
183,"(-407.0, -305.5)","(108.5, 210.5)",2,1,22656.5,22480.5,108.5,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,210.5,108.5,102.0,159.5,0,1,0,2,0,,,,,1.0,0.0,2.0,0.0,0.25
184,"(-241.5, 108.5)","(-49.0, 309.5)",2,1,22786.75,22431.5,-49.0,108.5,-241.5,350.0,-66.5,1,0,0,1,1,309.5,-49.0,358.5,130.25,1,0,0,1,1,,,,,,,,,0.25
185,"(-305.5, 0.0)","(108.5, 440.5)",2,2,23061.25,22872.0,440.5,0.0,-305.5,305.5,-152.75,0,0,0,0,1,440.5,108.5,332.0,274.5,0,1,0,2,0,,,,,1.0,0.0,2.0,0.0,0.25
186,"(-241.5, 0.0)","(-407.0, -241.5)",1,2,22940.5,22872.0,0.0,0.0,-241.5,241.5,-120.75,0,0,0,0,1,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,,,,,,,,,0.25
187,"(-407.0, 108.5)","(-49.0, 210.5)",2,1,23021.25,22823.0,-49.0,108.5,-407.0,515.5,-149.25,1,0,0,1,1,210.5,-49.0,259.5,80.75,1,0,0,1,1,,,,,,,,,0.25
188,"(-407.0, 0.0)","(440.5, 0.0)",2,1,23241.5,23263.5,440.5,0.0,-407.0,407.0,-203.5,0,0,0,0,1,440.5,0.0,440.5,220.25,0,0,0,1,0,,,,,,,,,0.25
189,"(-305.5, 210.5)","(-241.5, 210.5)",2,1,23226.0,23022.0,-241.5,210.5,-305.5,516.0,-47.5,1,0,0,1,1,210.5,-241.5,452.0,-15.5,1,0,0,1,1,,,,,,,,,0.25
190,"(-407.0, 309.5)","(-407.0, -241.5)",1,2,23177.25,23331.5,309.5,309.5,-407.0,716.5,-48.75,1,0,0,1,1,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,,,,,,,,,0.25
191,"(-49.0, 309.5)","(-241.5, 0.0)",1,2,23307.5,23641.0,309.5,309.5,-49.0,358.5,130.25,1,0,0,1,1,0.0,-241.5,241.5,-120.75,0,0,0,0,1,,,,,,,,,0.25
192,"(-407.0, -305.5)","(-407.0, 440.5)",2,1,23324.25,23234.0,-407.0,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,440.5,-407.0,847.5,16.75,1,0,0,1,1,,,,,,,,,0.25
193,"(-49.0, 108.5)","(210.5, 0.0)",2,1,23429.5,23444.5,210.5,108.5,-49.0,157.5,29.75,1,0,0,1,1,210.5,0.0,210.5,105.25,0,0,0,1,0,,,,,,,,,0.25
194,"(-241.5, 108.5)","(440.5, 0.0)",2,2,23649.75,23444.5,0.0,108.5,-241.5,350.0,-66.5,1,0,0,1,1,440.5,0.0,440.5,220.25,0,0,0,1,0,,,,,,,,,0.25
195,"(-305.5, 108.5)","(-241.5, 309.5)",2,2,23683.75,23754.0,309.5,108.5,-305.5,414.0,-98.5,1,0,0,1,1,309.5,-241.5,551.0,34.0,1,0,0,1,1,,,,,,,,,0.25
196,"(-305.5, 210.5)","(-305.5, 440.5)",2,2,23751.25,24194.5,440.5,210.5,-305.5,516.0,-47.5,1,0,0,1,1,440.5,-305.5,746.0,67.5,1,0,0,1,1,,,,,,,,,0.25
197,"(-407.0, 0.0)","(-305.5, 210.5)",2,2,23703.75,24405.0,210.5,0.0,-407.0,407.0,-203.5,0,0,0,0,1,210.5,-305.5,516.0,-47.5,1,0,0,1,1,,,,,,,,,0.25
198,"(-241.5, 210.5)","(-49.0, 309.5)",2,1,23834.0,24356.0,-49.0,210.5,-241.5,452.0,-15.5,1,0,0,1,1,309.5,-49.0,358.5,130.25,1,0,0,1,1,,,,,,,,,0.25
199,"(-241.5, 309.5)","(-49.0, 108.5)",1,1,23868.0,24114.5,-241.5,309.5,-241.5,551.0,34.0,1,0,0,1,1,108.5,-49.0,157.5,29.75,1,0,0,1,1,,,,,,,,,0.25
200,"(-241.5, 440.5)","(-407.0, -49.0)",1,1,23967.5,23873.0,-241.5,440.5,-241.5,682.0,99.5,1,0,0,1,1,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,,,,,,,,,0.25
201,"(108.5, 210.5)","(-407.0, 0.0)",1,2,24127.0,24083.5,210.5,210.5,108.5,102.0,159.5,0,1,0,2,0,0.0,-407.0,407.0,-203.5,0,0,0,0,1,1.0,0.0,2.0,0.0,,,,,0.25
202,"(210.5, 309.5)","(-305.5, -49.0)",1,2,24387.0,24393.0,309.5,309.5,210.5,99.0,260.0,0,1,0,2,0,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,1.0,0.0,2.0,0.0,,,,,0.25
203,"(-305.5, 108.5)","(108.5, 210.5)",2,2,24546.5,24603.5,210.5,108.5,-305.5,414.0,-98.5,1,0,0,1,1,210.5,108.5,102.0,159.5,0,1,0,2,0,,,,,1.0,0.0,2.0,0.0,0.25
204,"(-407.0, -305.5)","(-305.5, 210.5)",2,2,24499.0,24814.0,210.5,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,210.5,-305.5,516.0,-47.5,1,0,0,1,1,,,,,,,,,0.25
205,"(-407.0, 108.5)","(-305.5, 440.5)",2,1,24566.5,24508.5,-305.5,108.5,-407.0,515.5,-149.25,1,0,0,1,1,440.5,-305.5,746.0,67.5,1,0,0,1,1,,,,,,,,,0.25
206,"(-305.5, 210.5)","(-241.5, -49.0)",1,2,24519.0,24719.0,210.5,210.5,-305.5,516.0,-47.5,1,0,0,1,1,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,,,,,,,,,0.25
207,"(-407.0, -241.5)","(-241.5, 440.5)",2,2,24618.5,25159.5,440.5,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,440.5,-241.5,682.0,99.5,1,0,0,1,1,,,,,,,,,0.25
208,"(-407.0, -49.0)","(-305.5, 440.5)",2,1,24686.0,24854.0,-305.5,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,440.5,-305.5,746.0,67.5,1,0,0,1,1,,,,,,,,,0.25
209,"(-49.0, 309.5)","(309.5, 0.0)",2,2,24840.75,24854.0,0.0,309.5,-49.0,358.5,130.25,1,0,0,1,1,309.5,0.0,309.5,154.75,0,0,0,1,0,,,,,,,,,0.25
210,"(-407.0, 108.5)","(108.5, 0.0)",2,2,24895.0,24854.0,0.0,108.5,-407.0,515.5,-149.25,1,0,0,1,1,108.5,0.0,108.5,54.25,0,0,0,1,0,,,,,,,,,0.25
211,"(-407.0, 210.5)","(-407.0, 440.5)",2,2,24911.75,25294.5,440.5,210.5,-407.0,617.5,-98.25,1,0,0,1,1,440.5,-407.0,847.5,16.75,1,0,0,1,1,,,,,,,,,0.25
212,"(309.5, 440.5)","(-241.5, -49.0)",1,2,25286.75,25735.0,440.5,440.5,309.5,131.0,375.0,0,1,0,2,0,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,1.0,0.0,2.0,0.0,,,,,0.25
213,"(-49.0, 440.5)","(-49.0, 210.5)",1,1,25482.5,25686.0,-49.0,440.5,-49.0,489.5,195.75,1,0,0,1,1,210.5,-49.0,259.5,80.75,1,0,0,1,1,,,,,,,,,0.25
214,"(-407.0, -305.5)","(-241.5, 108.5)",2,1,25416.0,25444.5,-241.5,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,108.5,-241.5,350.0,-66.5,1,0,0,1,1,,,,,,,,,0.25
215,"(-305.5, 108.5)","(-407.0, -241.5)",1,1,25317.5,25139.0,-305.5,108.5,-305.5,414.0,-98.5,1,0,0,1,1,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,,,,,,,,,0.25
216,"(-305.5, 0.0)","(-305.5, 108.5)",2,2,25219.0,25247.5,108.5,0.0,-305.5,305.5,-152.75,0,0,0,0,1,108.5,-305.5,414.0,-98.5,1,0,0,1,1,,,,,,,,,0.25
217,"(-305.5, -241.5)","(309.5, 0.0)",2,1,25373.75,25557.0,309.5,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,309.5,0.0,309.5,154.75,0,0,0,1,0,,,,,,,,,0.25
218,"(210.5, 440.5)","(108.5, 309.5)",1,1,25699.25,25767.5,210.5,440.5,210.5,230.0,325.5,0,1,0,2,0,309.5,108.5,201.0,209.0,0,1,0,2,0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.25
219,"(-49.0, 0.0)","(-305.5, 210.5)",1,1,25674.75,25718.5,-49.0,0.0,-49.0,49.0,-24.5,0,0,0,0,1,210.5,-305.5,516.0,-47.5,1,0,0,1,1,,,,,,,,,0.25
220,"(-407.0, 309.5)","(-241.5, 440.5)",2,1,25774.25,25477.0,-241.5,309.5,-407.0,716.5,-48.75,1,0,0,1,1,440.5,-241.5,682.0,99.5,1,0,0,1,1,,,,,,,,,0.25
221,"(-407.0, -49.0)","(309.5, 0.0)",2,1,25929.0,25786.5,309.5,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,309.5,0.0,309.5,154.75,0,0,0,1,0,,,,,,,,,0.25
222,"(-49.0, 440.5)","(-407.0, 210.5)",1,1,26124.75,25737.5,-49.0,440.5,-49.0,489.5,195.75,1,0,0,1,1,210.5,-407.0,617.5,-98.25,1,0,0,1,1,,,,,,,,,0.25
223,"(-407.0, 440.5)","(108.5, 440.5)",2,1,26399.25,25846.0,108.5,440.5,-407.0,847.5,16.75,1,0,0,1,1,440.5,108.5,332.0,274.5,0,1,0,2,0,,,,,1.0,0.0,2.0,0.0,0.25
224,"(-241.5, 0.0)","(-305.5, 309.5)",2,2,26401.25,26155.5,309.5,0.0,-241.5,241.5,-120.75,0,0,0,0,1,309.5,-305.5,615.0,2.0,1,0,0,1,1,,,,,,,,,0.25
225,"(108.5, 210.5)","(108.5, 0.0)",1,2,26560.75,26366.0,210.5,210.5,108.5,102.0,159.5,0,1,0,2,0,108.5,0.0,108.5,54.25,0,0,0,1,0,1.0,0.0,2.0,0.0,,,,,0.25
226,"(-305.5, 0.0)","(-305.5, -49.0)",1,2,26408.0,26366.0,0.0,0.0,-305.5,305.5,-152.75,0,0,0,0,1,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,,,,,,,,,0.25
227,"(-49.0, 0.0)","(-241.5, 210.5)",2,2,26392.5,26576.5,210.5,0.0,-49.0,49.0,-24.5,0,0,0,0,1,210.5,-241.5,452.0,-15.5,1,0,0,1,1,,,,,,,,,0.25
228,"(-407.0, 210.5)","(-49.0, 0.0)",2,2,26368.0,26576.5,0.0,210.5,-407.0,617.5,-98.25,1,0,0,1,1,0.0,-49.0,49.0,-24.5,0,0,0,0,1,,,,,,,,,0.25
229,"(-407.0, 108.5)","(210.5, 309.5)",2,2,26628.0,26886.0,309.5,108.5,-407.0,515.5,-149.25,1,0,0,1,1,309.5,210.5,99.0,260.0,0,1,0,2,0,,,,,1.0,0.0,2.0,0.0,0.25
230,"(-241.5, -49.0)","(-407.0, 108.5)",1,1,26482.75,26644.5,-241.5,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,108.5,-407.0,515.5,-149.25,1,0,0,1,1,,,,,,,,,0.25
231,"(-407.0, 0.0)","(108.5, 440.5)",2,1,26757.25,26753.0,108.5,0.0,-407.0,407.0,-203.5,0,0,0,0,1,440.5,108.5,332.0,274.5,0,1,0,2,0,,,,,1.0,0.0,2.0,0.0,0.25
232,"(108.5, 309.5)","(-407.0, 309.5)",1,1,26966.25,26861.5,108.5,309.5,108.5,201.0,209.0,0,1,0,2,0,309.5,-407.0,716.5,-48.75,1,0,0,1,1,1.0,0.0,2.0,0.0,,,,,0.25
233,"(-407.0, 0.0)","(-241.5, 0.0)",2,2,26845.5,26861.5,0.0,0.0,-407.0,407.0,-203.5,0,0,0,0,1,0.0,-241.5,241.5,-120.75,0,0,0,0,1,,,,,,,,,0.25
234,"(210.5, 309.5)","(-305.5, 0.0)",1,2,27105.5,27171.0,309.5,309.5,210.5,99.0,260.0,0,1,0,2,0,0.0,-305.5,305.5,-152.75,0,0,0,0,1,1.0,0.0,2.0,0.0,,,,,0.25
235,"(-241.5, 0.0)","(210.5, 309.5)",2,1,27365.5,27381.5,210.5,0.0,-241.5,241.5,-120.75,0,0,0,0,1,309.5,210.5,99.0,260.0,0,1,0,2,0,,,,,1.0,0.0,2.0,0.0,0.25
236,"(-407.0, 210.5)","(-49.0, 210.5)",2,1,27446.25,27332.5,-49.0,210.5,-407.0,617.5,-98.25,1,0,0,1,1,210.5,-49.0,259.5,80.75,1,0,0,1,1,,,,,,,,,0.25
