round,g1_a,g1_b,g2_a,g2_b,ee_choice,coin_flip,realized,wealth_expected,wealth_actual,g1_max,g1_min,g1_range,g1_mean,g1_signs_diff,g1_both_positive,g1_both_negative,g1_count_positive,g1_count_negative,g2_max,g2_min,g2_range,g2_mean,g2_signs_diff,g2_both_positive,g2_both_negative,g2_count_positive,g2_count_negative,g2_both_gainers,g2_both_shrinkers,g2_count_gainers,g2_count_shrinkers,g1_both_gainers,g1_both_shrinkers,g1_count_gainers,g1_count_shrinkers
132,-407.0,-305.5,210.5,309.5,2,1,210.5,14657.75,15255.5,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,309.5,210.5,99.0,260.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
133,-49.0,0.0,-49.0,309.5,2,2,309.5,14788.0,15565.0,0.0,-49.0,49.0,-24.5,0,0,0,0,1,309.5,-49.0,358.5,130.25,1,0,0,1,1,,,,,,,,
134,108.5,210.5,309.5,440.5,2,1,309.5,15163.0,15874.5,210.5,108.5,102.0,159.5,0,1,0,2,0,440.5,309.5,131.0,375.0,0,1,0,2,0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0
135,309.5,440.5,-241.5,-49.0,1,1,309.5,15538.0,16184.0,440.5,309.5,131.0,375.0,0,1,0,2,0,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,,,,,1.0,0.0,2.0,0.0
136,-305.5,0.0,-49.0,0.0,2,2,0.0,15513.5,16184.0,0.0,-305.5,305.5,-152.75,0,0,0,0,1,0.0,-49.0,49.0,-24.5,0,0,0,0,1,,,,,,,,
137,-49.0,210.5,440.5,0.0,2,1,440.5,15733.75,16624.5,210.5,-49.0,259.5,80.75,1,0,0,1,1,440.5,0.0,440.5,220.25,0,0,0,1,0,,,,,,,,
138,-49.0,210.5,-49.0,440.5,2,1,-49.0,15929.5,16575.5,210.5,-49.0,259.5,80.75,1,0,0,1,1,440.5,-49.0,489.5,195.75,1,0,0,1,1,,,,,,,,
139,108.5,210.5,-407.0,309.5,1,1,108.5,16089.0,16684.0,210.5,108.5,102.0,159.5,0,1,0,2,0,309.5,-407.0,716.5,-48.75,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0
140,309.5,0.0,-407.0,-241.5,1,2,0.0,16243.75,16684.0,309.5,0.0,309.5,154.75,0,0,0,1,0,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,,,,,,,,
141,108.5,440.5,-305.5,309.5,1,1,108.5,16518.25,16792.5,440.5,108.5,332.0,274.5,0,1,0,2,0,309.5,-305.5,615.0,2.0,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0
142,108.5,309.5,108.5,440.5,2,1,108.5,16792.75,16901.0,309.5,108.5,201.0,209.0,0,1,0,2,0,440.5,108.5,332.0,274.5,0,1,0,2,0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0
143,108.5,0.0,-241.5,309.5,1,1,108.5,16847.0,17009.5,108.5,0.0,108.5,54.25,0,0,0,1,0,309.5,-241.5,551.0,34.0,1,0,0,1,1,,,,,,,,
144,-407.0,440.5,108.5,440.5,2,2,440.5,17121.5,17450.0,440.5,-407.0,847.5,16.75,1,0,0,1,1,440.5,108.5,332.0,274.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
145,-305.5,0.0,-407.0,0.0,1,1,-305.5,16968.75,17144.5,0.0,-305.5,305.5,-152.75,0,0,0,0,1,0.0,-407.0,407.0,-203.5,0,0,0,0,1,,,,,,,,
146,-49.0,0.0,-305.5,-241.5,1,1,-49.0,16944.25,17095.5,0.0,-49.0,49.0,-24.5,0,0,0,0,1,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,,,,,,,,
147,-49.0,210.5,108.5,309.5,2,2,309.5,17153.25,17405.0,210.5,-49.0,259.5,80.75,1,0,0,1,1,309.5,108.5,201.0,209.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
148,-49.0,108.5,-49.0,440.5,2,1,-49.0,17349.0,17356.0,108.5,-49.0,157.5,29.75,1,0,0,1,1,440.5,-49.0,489.5,195.75,1,0,0,1,1,,,,,,,,
149,108.5,0.0,-407.0,309.5,1,2,0.0,17403.25,17356.0,108.5,0.0,108.5,54.25,0,0,0,1,0,309.5,-407.0,716.5,-48.75,1,0,0,1,1,,,,,,,,
150,-49.0,0.0,-407.0,210.5,1,1,-49.0,17378.75,17307.0,0.0,-49.0,49.0,-24.5,0,0,0,0,1,210.5,-407.0,617.5,-98.25,1,0,0,1,1,,,,,,,,
151,-407.0,0.0,108.5,0.0,2,1,108.5,17433.0,17415.5,0.0,-407.0,407.0,-203.5,0,0,0,0,1,108.5,0.0,108.5,54.25,0,0,0,1,0,,,,,,,,
152,-49.0,108.5,-305.5,-49.0,1,1,-49.0,17462.75,17366.5,108.5,-49.0,157.5,29.75,1,0,0,1,1,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,,,,,,,,
153,-305.5,309.5,-305.5,0.0,1,1,-305.5,17464.75,17061.0,309.5,-305.5,615.0,2.0,1,0,0,1,1,0.0,-305.5,305.5,-152.75,0,0,0,0,1,,,,,,,,
154,-407.0,309.5,-407.0,0.0,1,2,309.5,17416.0,17370.5,309.5,-407.0,716.5,-48.75,1,0,0,1,1,0.0,-407.0,407.0,-203.5,0,0,0,0,1,,,,,,,,
155,-241.5,108.5,-49.0,0.0,2,1,-49.0,17391.5,17321.5,108.5,-241.5,350.0,-66.5,1,0,0,1,1,0.0,-49.0,49.0,-24.5,0,0,0,0,1,,,,,,,,
156,108.5,440.5,-305.5,-241.5,1,2,440.5,17666.0,17762.0,440.5,108.5,332.0,274.5,0,1,0,2,0,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,,,,,1.0,0.0,2.0,0.0
157,-305.5,-241.5,210.5,440.5,2,1,210.5,17991.5,17972.5,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,440.5,210.5,230.0,325.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
158,108.5,0.0,-407.0,108.5,1,2,0.0,18045.75,17972.5,108.5,0.0,108.5,54.25,0,0,0,1,0,108.5,-407.0,515.5,-149.25,1,0,0,1,1,,,,,,,,
159,108.5,440.5,-49.0,440.5,1,1,108.5,18320.25,18081.0,440.5,108.5,332.0,274.5,0,1,0,2,0,440.5,-49.0,489.5,195.75,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0
160,-241.5,0.0,-49.0,108.5,2,2,108.5,18350.0,18189.5,0.0,-241.5,241.5,-120.75,0,0,0,0,1,108.5,-49.0,157.5,29.75,1,0,0,1,1,,,,,,,,
161,-305.5,309.5,-241.5,108.5,1,2,309.5,18352.0,18499.0,309.5,-305.5,615.0,2.0,1,0,0,1,1,108.5,-241.5,350.0,-66.5,1,0,0,1,1,,,,,,,,
162,-305.5,440.5,309.5,440.5,2,1,309.5,18727.0,18808.5,440.5,-305.5,746.0,67.5,1,0,0,1,1,440.5,309.5,131.0,375.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
163,309.5,440.5,-49.0,440.5,1,1,309.5,19102.0,19118.0,440.5,309.5,131.0,375.0,0,1,0,2,0,440.5,-49.0,489.5,195.75,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0
164,210.5,440.5,440.5,0.0,1,1,210.5,19427.5,19328.5,440.5,210.5,230.0,325.5,0,1,0,2,0,440.5,0.0,440.5,220.25,0,0,0,1,0,,,,,1.0,0.0,2.0,0.0
165,-305.5,0.0,-407.0,-241.5,1,2,0.0,19274.75,19328.5,0.0,-305.5,305.5,-152.75,0,0,0,0,1,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,,,,,,,,
166,-49.0,440.5,-241.5,0.0,1,1,-49.0,19470.5,19279.5,440.5,-49.0,489.5,195.75,1,0,0,1,1,0.0,-241.5,241.5,-120.75,0,0,0,0,1,,,,,,,,
167,-305.5,309.5,-49.0,440.5,2,2,440.5,19666.25,19720.0,309.5,-305.5,615.0,2.0,1,0,0,1,1,440.5,-49.0,489.5,195.75,1,0,0,1,1,,,,,,,,
168,-305.5,309.5,-305.5,-49.0,1,2,309.5,19668.25,20029.5,309.5,-305.5,615.0,2.0,1,0,0,1,1,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,,,,,,,,
169,309.5,440.5,-49.0,440.5,1,2,440.5,20043.25,20470.0,440.5,309.5,131.0,375.0,0,1,0,2,0,440.5,-49.0,489.5,195.75,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0
170,-407.0,210.5,210.5,309.5,2,1,210.5,20303.25,20680.5,210.5,-407.0,617.5,-98.25,1,0,0,1,1,309.5,210.5,99.0,260.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
171,-407.0,210.5,-305.5,440.5,2,2,440.5,20370.75,21121.0,210.5,-407.0,617.5,-98.25,1,0,0,1,1,440.5,-305.5,746.0,67.5,1,0,0,1,1,,,,,,,,
172,-407.0,210.5,-407.0,309.5,2,1,-407.0,20322.0,20714.0,210.5,-407.0,617.5,-98.25,1,0,0,1,1,309.5,-407.0,716.5,-48.75,1,0,0,1,1,,,,,,,,
173,-305.5,-49.0,-241.5,-49.0,2,1,-241.5,20176.75,20472.5,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,,,,,,,,
174,-241.5,-49.0,-49.0,0.0,2,2,0.0,20152.25,20472.5,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,0.0,-49.0,49.0,-24.5,0,0,0,0,1,,,,,,,,
175,108.5,210.5,-407.0,210.5,1,1,108.5,20311.75,20581.0,210.5,108.5,102.0,159.5,0,1,0,2,0,210.5,-407.0,617.5,-98.25,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0
176,108.5,309.5,-407.0,-49.0,1,1,108.5,20520.75,20689.5,309.5,108.5,201.0,209.0,0,1,0,2,0,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,,,,,1.0,0.0,2.0,0.0
177,440.5,0.0,-407.0,440.5,1,1,440.5,20741.0,21130.0,440.5,0.0,440.5,220.25,0,0,0,1,0,440.5,-407.0,847.5,16.75,1,0,0,1,1,,,,,,,,
178,-305.5,-241.5,-407.0,108.5,2,1,-407.0,20591.75,20723.0,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,108.5,-407.0,515.5,-149.25,1,0,0,1,1,,,,,,,,
179,-407.0,309.5,440.5,0.0,2,1,440.5,20812.0,21163.5,309.5,-407.0,716.5,-48.75,1,0,0,1,1,440.5,0.0,440.5,220.25,0,0,0,1,0,,,,,,,,
180,210.5,309.5,440.5,0.0,1,1,210.5,21072.0,21374.0,309.5,210.5,99.0,260.0,0,1,0,2,0,440.5,0.0,440.5,220.25,0,0,0,1,0,,,,,1.0,0.0,2.0,0.0
181,-305.5,-241.5,-407.0,-49.0,2,1,-407.0,20844.0,20967.0,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,,,,,,,,
182,-49.0,309.5,440.5,0.0,2,1,440.5,21064.25,21407.5,309.5,-49.0,358.5,130.25,1,0,0,1,1,440.5,0.0,440.5,220.25,0,0,0,1,0,,,,,,,,
183,-407.0,-49.0,-407.0,108.5,2,2,108.5,20915.0,21516.0,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,108.5,-407.0,515.5,-149.25,1,0,0,1,1,,,,,,,,
184,108.5,309.5,-241.5,0.0,1,2,309.5,21124.0,21825.5,309.5,108.5,201.0,209.0,0,1,0,2,0,0.0,-241.5,241.5,-120.75,0,0,0,0,1,,,,,1.0,0.0,2.0,0.0
185,-241.5,0.0,-407.0,108.5,1,1,-241.5,21003.25,21584.0,0.0,-241.5,241.5,-120.75,0,0,0,0,1,108.5,-407.0,515.5,-149.25,1,0,0,1,1,,,,,,,,
186,-407.0,0.0,-407.0,210.5,2,2,210.5,20905.0,21794.5,0.0,-407.0,407.0,-203.5,0,0,0,0,1,210.5,-407.0,617.5,-98.25,1,0,0,1,1,,,,,,,,
187,-305.5,108.5,-407.0,108.5,1,2,108.5,20806.5,21903.0,108.5,-305.5,414.0,-98.5,1,0,0,1,1,108.5,-407.0,515.5,-149.25,1,0,0,1,1,,,,,,,,
188,309.5,440.5,108.5,309.5,1,1,309.5,21181.5,22212.5,440.5,309.5,131.0,375.0,0,1,0,2,0,309.5,108.5,201.0,209.0,0,1,0,2,0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0
189,-407.0,440.5,-49.0,440.5,2,1,-49.0,21377.25,22163.5,440.5,-407.0,847.5,16.75,1,0,0,1,1,440.5,-49.0,489.5,195.75,1,0,0,1,1,,,,,,,,
190,108.5,210.5,-49.0,309.5,1,1,108.5,21536.75,22272.0,210.5,108.5,102.0,159.5,0,1,0,2,0,309.5,-49.0,358.5,130.25,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0
191,108.5,440.5,-305.5,-49.0,1,2,440.5,21811.25,22712.5,440.5,108.5,332.0,274.5,0,1,0,2,0,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,,,,,1.0,0.0,2.0,0.0
192,108.5,309.5,-305.5,440.5,1,2,309.5,22020.25,23022.0,309.5,108.5,201.0,209.0,0,1,0,2,0,440.5,-305.5,746.0,67.5,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0
193,440.5,0.0,-407.0,-49.0,1,2,0.0,22240.5,23022.0,440.5,0.0,440.5,220.25,0,0,0,1,0,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,,,,,,,,
194,-407.0,108.5,-407.0,-305.5,1,1,-407.0,22091.25,22615.0,108.5,-407.0,515.5,-149.25,1,0,0,1,1,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,,,,,,,,
195,108.5,440.5,-407.0,309.5,1,2,440.5,22365.75,23055.5,440.5,108.5,332.0,274.5,0,1,0,2,0,309.5,-407.0,716.5,-48.75,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0
196,210.5,440.5,-49.0,309.5,1,2,440.5,22691.25,23496.0,440.5,210.5,230.0,325.5,0,1,0,2,0,309.5,-49.0,358.5,130.25,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0
197,210.5,309.5,-241.5,-49.0,1,2,309.5,22951.25,23805.5,309.5,210.5,99.0,260.0,0,1,0,2,0,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,,,,,1.0,0.0,2.0,0.0
198,-407.0,309.5,-305.5,-241.5,1,1,-407.0,22902.5,23398.5,309.5,-407.0,716.5,-48.75,1,0,0,1,1,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,,,,,,,,
199,-305.5,0.0,-241.5,440.5,2,2,440.5,23002.0,23839.0,0.0,-305.5,305.5,-152.75,0,0,0,0,1,440.5,-241.5,682.0,99.5,1,0,0,1,1,,,,,,,,
200,-407.0,-241.5,-407.0,-305.5,1,1,-407.0,22677.75,23432.0,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,,,,,,,,
201,-305.5,440.5,-407.0,440.5,1,1,-305.5,22745.25,23126.5,440.5,-305.5,746.0,67.5,1,0,0,1,1,440.5,-407.0,847.5,16.75,1,0,0,1,1,,,,,,,,
202,-407.0,0.0,440.5,0.0,2,2,0.0,22965.5,23126.5,0.0,-407.0,407.0,-203.5,0,0,0,0,1,440.5,0.0,440.5,220.25,0,0,0,1,0,,,,,,,,
203,108.5,309.5,108.5,210.5,1,1,108.5,23174.5,23235.0,309.5,108.5,201.0,209.0,0,1,0,2,0,210.5,108.5,102.0,159.5,0,1,0,2,0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0
204,108.5,309.5,-305.5,-241.5,1,1,108.5,23383.5,23343.5,309.5,108.5,201.0,209.0,0,1,0,2,0,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,,,,,1.0,0.0,2.0,0.0
205,-407.0,440.5,210.5,440.5,2,1,210.5,23709.0,23554.0,440.5,-407.0,847.5,16.75,1,0,0,1,1,440.5,210.5,230.0,325.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
206,-241.5,210.5,-407.0,-241.5,1,1,-241.5,23693.5,23312.5,210.5,-241.5,452.0,-15.5,1,0,0,1,1,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,,,,,,,,
207,-305.5,108.5,-305.5,440.5,2,2,440.5,23761.0,23753.0,108.5,-305.5,414.0,-98.5,1,0,0,1,1,440.5,-305.5,746.0,67.5,1,0,0,1,1,,,,,,,,
208,-407.0,0.0,-407.0,108.5,2,2,108.5,23611.75,23861.5,0.0,-407.0,407.0,-203.5,0,0,0,0,1,108.5,-407.0,515.5,-149.25,1,0,0,1,1,,,,,,,,
209,309.5,0.0,-407.0,440.5,1,1,309.5,23766.5,24171.0,309.5,0.0,309.5,154.75,0,0,0,1,0,440.5,-407.0,847.5,16.75,1,0,0,1,1,,,,,,,,
210,-407.0,440.5,-49.0,108.5,2,2,108.5,23796.25,24279.5,440.5,-407.0,847.5,16.75,1,0,0,1,1,108.5,-49.0,157.5,29.75,1,0,0,1,1,,,,,,,,
211,-407.0,0.0,-305.5,210.5,2,2,210.5,23748.75,24490.0,0.0,-407.0,407.0,-203.5,0,0,0,0,1,210.5,-305.5,516.0,-47.5,1,0,0,1,1,,,,,,,,
212,108.5,210.5,-241.5,108.5,1,2,210.5,23908.25,24700.5,210.5,108.5,102.0,159.5,0,1,0,2,0,108.5,-241.5,350.0,-66.5,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0
213,-241.5,-49.0,-305.5,-241.5,1,2,-49.0,23763.0,24651.5,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,,,,,,,,
214,-241.5,440.5,-407.0,210.5,1,2,440.5,23862.5,25092.0,440.5,-241.5,682.0,99.5,1,0,0,1,1,210.5,-407.0,617.5,-98.25,1,0,0,1,1,,,,,,,,
215,309.5,440.5,-49.0,210.5,1,2,440.5,24237.5,25532.5,440.5,309.5,131.0,375.0,0,1,0,2,0,210.5,-49.0,259.5,80.75,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0
216,210.5,0.0,108.5,210.5,2,2,210.5,24397.0,25743.0,210.5,0.0,210.5,105.25,0,0,0,1,0,210.5,108.5,102.0,159.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
217,-241.5,210.5,108.5,210.5,2,2,210.5,24556.5,25953.5,210.5,-241.5,452.0,-15.5,1,0,0,1,1,210.5,108.5,102.0,159.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
218,-241.5,210.5,108.5,440.5,2,1,108.5,24831.0,26062.0,210.5,-241.5,452.0,-15.5,1,0,0,1,1,440.5,108.5,332.0,274.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
219,-241.5,0.0,-407.0,0.0,1,1,-241.5,24710.25,25820.5,0.0,-241.5,241.5,-120.75,0,0,0,0,1,0.0,-407.0,407.0,-203.5,0,0,0,0,1,,,,,,,,
220,-407.0,-49.0,-241.5,108.5,2,2,108.5,24643.75,25929.0,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,108.5,-241.5,350.0,-66.5,1,0,0,1,1,,,,,,,,
221,-305.5,0.0,210.5,309.5,2,1,210.5,24903.75,26139.5,0.0,-305.5,305.5,-152.75,0,0,0,0,1,309.5,210.5,99.0,260.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
222,-305.5,309.5,-305.5,-49.0,1,1,-305.5,24905.75,25834.0,309.5,-305.5,615.0,2.0,1,0,0,1,1,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,,,,,,,,
223,-305.5,108.5,-407.0,440.5,2,1,-407.0,24922.5,25427.0,108.5,-305.5,414.0,-98.5,1,0,0,1,1,440.5,-407.0,847.5,16.75,1,0,0,1,1,,,,,,,,
224,-49.0,440.5,-305.5,440.5,1,2,440.5,25118.25,25867.5,440.5,-49.0,489.5,195.75,1,0,0,1,1,440.5,-305.5,746.0,67.5,1,0,0,1,1,,,,,,,,
225,-407.0,0.0,-241.5,108.5,2,1,-241.5,25051.75,25626.0,0.0,-407.0,407.0,-203.5,0,0,0,0,1,108.5,-241.5,350.0,-66.5,1,0,0,1,1,,,,,,,,
226,-241.5,309.5,-407.0,-305.5,1,2,309.5,25085.75,25935.5,309.5,-241.5,551.0,34.0,1,0,0,1,1,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,,,,,,,,
227,210.5,440.5,-305.5,108.5,1,2,440.5,25411.25,26376.0,440.5,210.5,230.0,325.5,0,1,0,2,0,108.5,-305.5,414.0,-98.5,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0
228,-407.0,-305.5,-305.5,-49.0,2,2,-49.0,25234.0,26327.0,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,,,,,,,,
229,-241.5,210.5,-407.0,-241.5,1,1,-241.5,25218.5,26085.5,210.5,-241.5,452.0,-15.5,1,0,0,1,1,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,,,,,,,,
230,-407.0,-305.5,-305.5,309.5,2,1,-305.5,25220.5,25780.0,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,309.5,-305.5,615.0,2.0,1,0,0,1,1,,,,,,,,
231,-407.0,440.5,-49.0,108.5,2,1,-49.0,25250.25,25731.0,440.5,-407.0,847.5,16.75,1,0,0,1,1,108.5,-49.0,157.5,29.75,1,0,0,1,1,,,,,,,,
232,-305.5,-241.5,-407.0,0.0,2,1,-407.0,25046.75,25324.0,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,0.0,-407.0,407.0,-203.5,0,0,0,0,1,,,,,,,,
233,440.5,0.0,108.5,0.0,1,2,0.0,25267.0,25324.0,440.5,0.0,440.5,220.25,0,0,0,1,0,108.5,0.0,108.5,54.25,0,0,0,1,0,,,,,,,,
234,-407.0,210.5,108.5,440.5,2,1,108.5,25541.5,25432.5,210.5,-407.0,617.5,-98.25,1,0,0,1,1,440.5,108.5,332.0,274.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
235,-241.5,440.5,-407.0,-241.5,1,2,440.5,25641.0,25873.0,440.5,-241.5,682.0,99.5,1,0,0,1,1,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,,,,,,,,
236,-241.5,0.0,210.5,440.5,2,1,210.5,25966.5,26083.5,0.0,-241.5,241.5,-120.75,0,0,0,0,1,440.5,210.5,230.0,325.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
237,108.5,210.5,108.5,0.0,1,2,210.5,26126.0,26294.0,210.5,108.5,102.0,159.5,0,1,0,2,0,108.5,0.0,108.5,54.25,0,0,0,1,0,,,,,1.0,0.0,2.0,0.0
238,210.5,0.0,-407.0,108.5,1,2,0.0,26231.25,26294.0,210.5,0.0,210.5,105.25,0,0,0,1,0,108.5,-407.0,515.5,-149.25,1,0,0,1,1,,,,,,,,
239,-49.0,440.5,-49.0,309.5,1,1,-49.0,26427.0,26245.0,440.5,-49.0,489.5,195.75,1,0,0,1,1,309.5,-49.0,358.5,130.25,1,0,0,1,1,,,,,,,,
240,-49.0,440.5,440.5,0.0,2,1,440.5,26647.25,26685.5,440.5,-49.0,489.5,195.75,1,0,0,1,1,440.5,0.0,440.5,220.25,0,0,0,1,0,,,,,,,,
241,-407.0,-305.5,-305.5,0.0,2,1,-305.5,26494.5,26380.0,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,0.0,-305.5,305.5,-152.75,0,0,0,0,1,,,,,,,,
242,-49.0,440.5,-407.0,108.5,1,2,440.5,26690.25,26820.5,440.5,-49.0,489.5,195.75,1,0,0,1,1,108.5,-407.0,515.5,-149.25,1,0,0,1,1,,,,,,,,
243,-407.0,210.5,210.5,440.5,2,2,440.5,27015.75,27261.0,210.5,-407.0,617.5,-98.25,1,0,0,1,1,440.5,210.5,230.0,325.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
244,-241.5,210.5,-305.5,108.5,1,1,-241.5,27000.25,27019.5,210.5,-241.5,452.0,-15.5,1,0,0,1,1,108.5,-305.5,414.0,-98.5,1,0,0,1,1,,,,,,,,
245,-49.0,108.5,-407.0,-305.5,1,2,108.5,27030.0,27128.0,108.5,-49.0,157.5,29.75,1,0,0,1,1,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,,,,,,,,
246,-305.5,440.5,-305.5,210.5,1,1,-305.5,27097.5,26822.5,440.5,-305.5,746.0,67.5,1,0,0,1,1,210.5,-305.5,516.0,-47.5,1,0,0,1,1,,,,,,,,
247,-407.0,108.5,108.5,309.5,2,2,309.5,27306.5,27132.0,108.5,-407.0,515.5,-149.25,1,0,0,1,1,309.5,108.5,201.0,209.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
248,210.5,440.5,-241.5,0.0,1,2,440.5,27632.0,27572.5,440.5,210.5,230.0,325.5,0,1,0,2,0,0.0,-241.5,241.5,-120.75,0,0,0,0,1,,,,,1.0,0.0,2.0,0.0
249,108.5,309.5,108.5,210.5,1,1,108.5,27841.0,27681.0,309.5,108.5,201.0,209.0,0,1,0,2,0,210.5,108.5,102.0,159.5,0,1,0,2,0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0
250,-49.0,210.5,108.5,309.5,2,1,108.5,28050.0,27789.5,210.5,-49.0,259.5,80.75,1,0,0,1,1,309.5,108.5,201.0,209.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
251,440.5,0.0,-305.5,-241.5,1,1,440.5,28270.25,28230.0,440.5,0.0,440.5,220.25,0,0,0,1,0,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,,,,,,,,
252,309.5,0.0,108.5,440.5,2,1,108.5,28544.75,28338.5,309.5,0.0,309.5,154.75,0,0,0,1,0,440.5,108.5,332.0,274.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
253,108.5,210.5,210.5,0.0,1,2,210.5,28704.25,28549.0,210.5,108.5,102.0,159.5,0,1,0,2,0,210.5,0.0,210.5,105.25,0,0,0,1,0,,,,,1.0,0.0,2.0,0.0
254,-305.5,440.5,-241.5,-49.0,1,2,440.5,28771.75,28989.5,440.5,-305.5,746.0,67.5,1,0,0,1,1,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,,,,,,,,
255,-305.5,440.5,-49.0,440.5,2,1,-49.0,28967.5,28940.5,440.5,-305.5,746.0,67.5,1,0,0,1,1,440.5,-49.0,489.5,195.75,1,0,0,1,1,,,,,,,,
256,-305.5,210.5,-241.5,0.0,1,2,210.5,28920.0,29151.0,210.5,-305.5,516.0,-47.5,1,0,0,1,1,0.0,-241.5,241.5,-120.75,0,0,0,0,1,,,,,,,,
257,-305.5,108.5,108.5,210.5,2,1,108.5,29079.5,29259.5,108.5,-305.5,414.0,-98.5,1,0,0,1,1,210.5,108.5,102.0,159.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
258,-305.5,108.5,-407.0,-49.0,1,1,-305.5,28981.0,28954.0,108.5,-305.5,414.0,-98.5,1,0,0,1,1,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,,,,,,,,
259,-49.0,440.5,-49.0,309.5,1,2,440.5,29176.75,29394.5,440.5,-49.0,489.5,195.75,1,0,0,1,1,309.5,-49.0,358.5,130.25,1,0,0,1,1,,,,,,,,
260,-407.0,440.5,-49.0,309.5,2,1,-49.0,29307.0,29345.5,440.5,-407.0,847.5,16.75,1,0,0,1,1,309.5,-49.0,358.5,130.25,1,0,0,1,1,,,,,,,,
261,-407.0,108.5,-407.0,0.0,1,1,-407.0,29157.75,28938.5,108.5,-407.0,515.5,-149.25,1,0,0,1,1,0.0,-407.0,407.0,-203.5,0,0,0,0,1,,,,,,,,
