round,g1_a,g1_b,g2_a,g2_b,ee_choice,coin_flip,realized,wealth_expected,wealth_actual,g1_max,g1_min,g1_range,g1_mean,g1_signs_diff,g1_both_positive,g1_both_negative,g1_count_positive,g1_count_negative,g2_max,g2_min,g2_range,g2_mean,g2_signs_diff,g2_both_positive,g2_both_negative,g2_count_positive,g2_count_negative,g2_both_gainers,g2_both_shrinkers,g2_count_gainers,g2_count_shrinkers,g1_both_gainers,g1_both_shrinkers,g1_count_gainers,g1_count_shrinkers
912,-407.0,-305.5,-407.0,309.5,2,2,309.5,100246.0,98551.0,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,309.5,-407.0,716.5,-48.75,1,0,0,1,1,,,,,,,,
913,-241.5,210.5,210.5,0.0,2,1,210.5,100351.25,98761.5,210.5,-241.5,452.0,-15.5,1,0,0,1,1,210.5,0.0,210.5,105.25,0,0,0,1,0,,,,,,,,
914,-49.0,440.5,108.5,440.5,2,1,108.5,100625.75,98870.0,440.5,-49.0,489.5,195.75,1,0,0,1,1,440.5,108.5,332.0,274.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
915,108.5,440.5,-407.0,-305.5,1,2,440.5,100900.25,99310.5,440.5,108.5,332.0,274.5,0,1,0,2,0,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,,,,,1.0,0.0,2.0,0.0
916,-49.0,0.0,-305.5,0.0,1,2,0.0,100875.75,99310.5,0.0,-49.0,49.0,-24.5,0,0,0,0,1,0.0,-305.5,305.5,-152.75,0,0,0,0,1,,,,,,,,
917,-305.5,-49.0,-407.0,309.5,2,1,-407.0,100827.0,98903.5,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,309.5,-407.0,716.5,-48.75,1,0,0,1,1,,,,,,,,
918,-407.0,210.5,-305.5,309.5,2,2,309.5,100829.0,99213.0,210.5,-407.0,617.5,-98.25,1,0,0,1,1,309.5,-305.5,615.0,2.0,1,0,0,1,1,,,,,,,,
919,309.5,0.0,440.5,0.0,2,2,0.0,101049.25,99213.0,309.5,0.0,309.5,154.75,0,0,0,1,0,440.5,0.0,440.5,220.25,0,0,0,1,0,,,,,,,,
920,210.5,440.5,309.5,0.0,1,1,210.5,101374.75,99423.5,440.5,210.5,230.0,325.5,0,1,0,2,0,309.5,0.0,309.5,154.75,0,0,0,1,0,,,,,1.0,0.0,2.0,0.0
921,210.5,309.5,-305.5,440.5,1,1,210.5,101634.75,99634.0,309.5,210.5,99.0,260.0,0,1,0,2,0,440.5,-305.5,746.0,67.5,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0
922,-407.0,-305.5,210.5,440.5,2,1,210.5,101960.25,99844.5,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,440.5,210.5,230.0,325.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
923,309.5,0.0,-407.0,0.0,1,1,309.5,102115.0,100154.0,309.5,0.0,309.5,154.75,0,0,0,1,0,0.0,-407.0,407.0,-203.5,0,0,0,0,1,,,,,,,,
924,-407.0,440.5,-407.0,0.0,1,1,-407.0,102131.75,99747.0,440.5,-407.0,847.5,16.75,1,0,0,1,1,0.0,-407.0,407.0,-203.5,0,0,0,0,1,,,,,,,,
925,-305.5,210.5,440.5,0.0,2,2,0.0,102352.0,99747.0,210.5,-305.5,516.0,-47.5,1,0,0,1,1,440.5,0.0,440.5,220.25,0,0,0,1,0,,,,,,,,
926,-49.0,440.5,-241.5,0.0,1,2,440.5,102547.75,100187.5,440.5,-49.0,489.5,195.75,1,0,0,1,1,0.0,-241.5,241.5,-120.75,0,0,0,0,1,,,,,,,,
927,-241.5,440.5,-49.0,440.5,2,1,-49.0,102743.5,100138.5,440.5,-241.5,682.0,99.5,1,0,0,1,1,440.5,-49.0,489.5,195.75,1,0,0,1,1,,,,,,,,
928,309.5,440.5,108.5,0.0,1,1,309.5,103118.5,100448.0,440.5,309.5,131.0,375.0,0,1,0,2,0,108.5,0.0,108.5,54.25,0,0,0,1,0,,,,,1.0,0.0,2.0,0.0
929,-49.0,210.5,108.5,0.0,1,2,210.5,103199.25,100658.5,210.5,-49.0,259.5,80.75,1,0,0,1,1,108.5,0.0,108.5,54.25,0,0,0,1,0,,,,,,,,
930,210.5,0.0,-305.5,440.5,1,1,210.5,103304.5,100869.0,210.5,0.0,210.5,105.25,0,0,0,1,0,440.5,-305.5,746.0,67.5,1,0,0,1,1,,,,,,,,
931,-241.5,108.5,-241.5,210.5,2,1,-241.5,103289.0,100627.5,108.5,-241.5,350.0,-66.5,1,0,0,1,1,210.5,-241.5,452.0,-15.5,1,0,0,1,1,,,,,,,,
932,-241.5,0.0,-305.5,-49.0,1,1,-241.5,103168.25,100386.0,0.0,-241.5,241.5,-120.75,0,0,0,0,1,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,,,,,,,,
933,108.5,0.0,309.5,0.0,2,1,309.5,103323.0,100695.5,108.5,0.0,108.5,54.25,0,0,0,1,0,309.5,0.0,309.5,154.75,0,0,0,1,0,,,,,,,,
934,-49.0,309.5,-305.5,108.5,1,1,-49.0,103453.25,100646.5,309.5,-49.0,358.5,130.25,1,0,0,1,1,108.5,-305.5,414.0,-98.5,1,0,0,1,1,,,,,,,,
935,-305.5,440.5,-305.5,-49.0,1,2,440.5,103520.75,101087.0,440.5,-305.5,746.0,67.5,1,0,0,1,1,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,,,,,,,,
936,-305.5,-241.5,-407.0,0.0,2,2,0.0,103317.25,101087.0,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,0.0,-407.0,407.0,-203.5,0,0,0,0,1,,,,,,,,
937,-241.5,108.5,309.5,440.5,2,1,309.5,103692.25,101396.5,108.5,-241.5,350.0,-66.5,1,0,0,1,1,440.5,309.5,131.0,375.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
938,108.5,440.5,-407.0,-305.5,1,2,440.5,103966.75,101837.0,440.5,108.5,332.0,274.5,0,1,0,2,0,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,,,,,1.0,0.0,2.0,0.0
939,-305.5,108.5,-407.0,210.5,2,1,-407.0,103868.5,101430.0,108.5,-305.5,414.0,-98.5,1,0,0,1,1,210.5,-407.0,617.5,-98.25,1,0,0,1,1,,,,,,,,
940,210.5,309.5,-241.5,0.0,1,2,309.5,104128.5,101739.5,309.5,210.5,99.0,260.0,0,1,0,2,0,0.0,-241.5,241.5,-120.75,0,0,0,0,1,,,,,1.0,0.0,2.0,0.0
941,-305.5,-49.0,-305.5,309.5,2,1,-305.5,104130.5,101434.0,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,309.5,-305.5,615.0,2.0,1,0,0,1,1,,,,,,,,
942,440.5,0.0,-241.5,0.0,1,2,0.0,104350.75,101434.0,440.5,0.0,440.5,220.25,0,0,0,1,0,0.0,-241.5,241.5,-120.75,0,0,0,0,1,,,,,,,,
943,-407.0,108.5,210.5,440.5,2,2,440.5,104676.25,101874.5,108.5,-407.0,515.5,-149.25,1,0,0,1,1,440.5,210.5,230.0,325.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
944,-241.5,210.5,-407.0,0.0,1,1,-241.5,104660.75,101633.0,210.5,-241.5,452.0,-15.5,1,0,0,1,1,0.0,-407.0,407.0,-203.5,0,0,0,0,1,,,,,,,,
945,-407.0,-49.0,210.5,309.5,2,1,210.5,104920.75,101843.5,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,309.5,210.5,99.0,260.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
946,-407.0,108.5,-241.5,-49.0,2,1,-241.5,104775.5,101602.0,108.5,-407.0,515.5,-149.25,1,0,0,1,1,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,,,,,,,,
947,-241.5,210.5,-407.0,0.0,1,1,-241.5,104760.0,101360.5,210.5,-241.5,452.0,-15.5,1,0,0,1,1,0.0,-407.0,407.0,-203.5,0,0,0,0,1,,,,,,,,
948,-305.5,-241.5,-305.5,210.5,2,1,-305.5,104712.5,101055.0,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,210.5,-305.5,516.0,-47.5,1,0,0,1,1,,,,,,,,
949,440.5,0.0,-49.0,0.0,1,1,440.5,104932.75,101495.5,440.5,0.0,440.5,220.25,0,0,0,1,0,0.0,-49.0,49.0,-24.5,0,0,0,0,1,,,,,,,,
950,-241.5,309.5,210.5,309.5,2,1,210.5,105192.75,101706.0,309.5,-241.5,551.0,34.0,1,0,0,1,1,309.5,210.5,99.0,260.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
951,-305.5,-49.0,-407.0,-49.0,1,1,-305.5,105015.5,101400.5,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,,,,,,,,
952,-407.0,210.5,108.5,309.5,2,2,309.5,105224.5,101710.0,210.5,-407.0,617.5,-98.25,1,0,0,1,1,309.5,108.5,201.0,209.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
953,309.5,0.0,-407.0,440.5,1,1,309.5,105379.25,102019.5,309.5,0.0,309.5,154.75,0,0,0,1,0,440.5,-407.0,847.5,16.75,1,0,0,1,1,,,,,,,,
954,210.5,440.5,210.5,309.5,1,1,210.5,105704.75,102230.0,440.5,210.5,230.0,325.5,0,1,0,2,0,309.5,210.5,99.0,260.0,0,1,0,2,0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0
955,-407.0,440.5,-305.5,309.5,1,1,-407.0,105721.5,101823.0,440.5,-407.0,847.5,16.75,1,0,0,1,1,309.5,-305.5,615.0,2.0,1,0,0,1,1,,,,,,,,
956,440.5,0.0,-305.5,309.5,1,1,440.5,105941.75,102263.5,440.5,0.0,440.5,220.25,0,0,0,1,0,309.5,-305.5,615.0,2.0,1,0,0,1,1,,,,,,,,
957,-305.5,108.5,-305.5,0.0,1,2,108.5,105843.25,102372.0,108.5,-305.5,414.0,-98.5,1,0,0,1,1,0.0,-305.5,305.5,-152.75,0,0,0,0,1,,,,,,,,
958,-407.0,108.5,-241.5,440.5,2,2,440.5,105942.75,102812.5,108.5,-407.0,515.5,-149.25,1,0,0,1,1,440.5,-241.5,682.0,99.5,1,0,0,1,1,,,,,,,,
959,-407.0,-241.5,-407.0,108.5,2,2,108.5,105793.5,102921.0,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,108.5,-407.0,515.5,-149.25,1,0,0,1,1,,,,,,,,
960,-407.0,-305.5,-241.5,108.5,2,2,108.5,105727.0,103029.5,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,108.5,-241.5,350.0,-66.5,1,0,0,1,1,,,,,,,,
961,210.5,440.5,-407.0,108.5,1,1,210.5,106052.5,103240.0,440.5,210.5,230.0,325.5,0,1,0,2,0,108.5,-407.0,515.5,-149.25,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0
962,-49.0,0.0,-241.5,210.5,2,1,-241.5,106037.0,102998.5,0.0,-49.0,49.0,-24.5,0,0,0,0,1,210.5,-241.5,452.0,-15.5,1,0,0,1,1,,,,,,,,
963,-407.0,309.5,108.5,440.5,2,1,108.5,106311.5,103107.0,309.5,-407.0,716.5,-48.75,1,0,0,1,1,440.5,108.5,332.0,274.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
964,108.5,210.5,-49.0,210.5,1,2,210.5,106471.0,103317.5,210.5,108.5,102.0,159.5,0,1,0,2,0,210.5,-49.0,259.5,80.75,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0
965,-407.0,-241.5,-305.5,440.5,2,2,440.5,106538.5,103758.0,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,440.5,-305.5,746.0,67.5,1,0,0,1,1,,,,,,,,
966,-49.0,440.5,210.5,440.5,2,1,210.5,106864.0,103968.5,440.5,-49.0,489.5,195.75,1,0,0,1,1,440.5,210.5,230.0,325.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
967,-407.0,-241.5,-407.0,-49.0,2,2,-49.0,106636.0,103919.5,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,,,,,,,,
968,-241.5,440.5,-241.5,-49.0,1,2,440.5,106735.5,104360.0,440.5,-241.5,682.0,99.5,1,0,0,1,1,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,,,,,,,,
969,-241.5,309.5,-49.0,0.0,1,1,-241.5,106769.5,104118.5,309.5,-241.5,551.0,34.0,1,0,0,1,1,0.0,-49.0,49.0,-24.5,0,0,0,0,1,,,,,,,,
970,210.5,309.5,-407.0,108.5,1,2,309.5,107029.5,104428.0,309.5,210.5,99.0,260.0,0,1,0,2,0,108.5,-407.0,515.5,-149.25,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0
971,-407.0,108.5,-305.5,440.5,2,2,440.5,107097.0,104868.5,108.5,-407.0,515.5,-149.25,1,0,0,1,1,440.5,-305.5,746.0,67.5,1,0,0,1,1,,,,,,,,
972,210.5,0.0,-305.5,210.5,1,1,210.5,107202.25,105079.0,210.5,0.0,210.5,105.25,0,0,0,1,0,210.5,-305.5,516.0,-47.5,1,0,0,1,1,,,,,,,,
973,210.5,309.5,108.5,0.0,1,2,309.5,107462.25,105388.5,309.5,210.5,99.0,260.0,0,1,0,2,0,108.5,0.0,108.5,54.25,0,0,0,1,0,,,,,1.0,0.0,2.0,0.0
974,-49.0,0.0,210.5,0.0,2,1,210.5,107567.5,105599.0,0.0,-49.0,49.0,-24.5,0,0,0,0,1,210.5,0.0,210.5,105.25,0,0,0,1,0,,,,,,,,
975,-305.5,309.5,-407.0,309.5,1,2,309.5,107569.5,105908.5,309.5,-305.5,615.0,2.0,1,0,0,1,1,309.5,-407.0,716.5,-48.75,1,0,0,1,1,,,,,,,,
976,-241.5,-49.0,-305.5,-241.5,1,2,-49.0,107424.25,105859.5,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,,,,,,,,
977,-407.0,0.0,-241.5,-49.0,2,1,-241.5,107279.0,105618.0,0.0,-407.0,407.0,-203.5,0,0,0,0,1,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,,,,,,,,
978,-241.5,0.0,-407.0,309.5,2,2,309.5,107230.25,105927.5,0.0,-241.5,241.5,-120.75,0,0,0,0,1,309.5,-407.0,716.5,-48.75,1,0,0,1,1,,,,,,,,
979,-407.0,-305.5,-241.5,210.5,2,2,210.5,107214.75,106138.0,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,210.5,-241.5,452.0,-15.5,1,0,0,1,1,,,,,,,,
980,-407.0,-49.0,-241.5,210.5,2,2,210.5,107199.25,106348.5,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,210.5,-241.5,452.0,-15.5,1,0,0,1,1,,,,,,,,
981,-241.5,440.5,-407.0,0.0,1,1,-241.5,107298.75,106107.0,440.5,-241.5,682.0,99.5,1,0,0,1,1,0.0,-407.0,407.0,-203.5,0,0,0,0,1,,,,,,,,
982,-407.0,309.5,-49.0,440.5,2,2,440.5,107494.5,106547.5,309.5,-407.0,716.5,-48.75,1,0,0,1,1,440.5,-49.0,489.5,195.75,1,0,0,1,1,,,,,,,,
983,309.5,440.5,-305.5,0.0,1,2,440.5,107869.5,106988.0,440.5,309.5,131.0,375.0,0,1,0,2,0,0.0,-305.5,305.5,-152.75,0,0,0,0,1,,,,,1.0,0.0,2.0,0.0
984,-305.5,-241.5,108.5,309.5,2,2,309.5,108078.5,107297.5,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,309.5,108.5,201.0,209.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
985,108.5,309.5,-305.5,309.5,1,2,309.5,108287.5,107607.0,309.5,108.5,201.0,209.0,0,1,0,2,0,309.5,-305.5,615.0,2.0,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0
986,-241.5,309.5,-407.0,108.5,1,2,309.5,108321.5,107916.5,309.5,-241.5,551.0,34.0,1,0,0,1,1,108.5,-407.0,515.5,-149.25,1,0,0,1,1,,,,,,,,
987,-305.5,-241.5,-305.5,-49.0,2,2,-49.0,108144.25,107867.5,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,,,,,,,,
988,-49.0,440.5,-305.5,0.0,1,1,-49.0,108340.0,107818.5,440.5,-49.0,489.5,195.75,1,0,0,1,1,0.0,-305.5,305.5,-152.75,0,0,0,0,1,,,,,,,,
989,-407.0,-305.5,108.5,210.5,2,1,108.5,108499.5,107927.0,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,210.5,108.5,102.0,159.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
990,108.5,210.5,-407.0,0.0,1,1,108.5,108659.0,108035.5,210.5,108.5,102.0,159.5,0,1,0,2,0,0.0,-407.0,407.0,-203.5,0,0,0,0,1,,,,,1.0,0.0,2.0,0.0
991,-407.0,210.5,108.5,440.5,2,1,108.5,108933.5,108144.0,210.5,-407.0,617.5,-98.25,1,0,0,1,1,440.5,108.5,332.0,274.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
992,-407.0,440.5,-49.0,210.5,2,2,210.5,109014.25,108354.5,440.5,-407.0,847.5,16.75,1,0,0,1,1,210.5,-49.0,259.5,80.75,1,0,0,1,1,,,,,,,,
993,-407.0,440.5,-49.0,440.5,2,1,-49.0,109210.0,108305.5,440.5,-407.0,847.5,16.75,1,0,0,1,1,440.5,-49.0,489.5,195.75,1,0,0,1,1,,,,,,,,
994,-407.0,108.5,-407.0,210.5,2,2,210.5,109111.75,108516.0,108.5,-407.0,515.5,-149.25,1,0,0,1,1,210.5,-407.0,617.5,-98.25,1,0,0,1,1,,,,,,,,
995,-305.5,440.5,108.5,440.5,2,1,108.5,109386.25,108624.5,440.5,-305.5,746.0,67.5,1,0,0,1,1,440.5,108.5,332.0,274.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
996,-241.5,108.5,-305.5,210.5,2,1,-305.5,109338.75,108319.0,108.5,-241.5,350.0,-66.5,1,0,0,1,1,210.5,-305.5,516.0,-47.5,1,0,0,1,1,,,,,,,,
997,-305.5,-241.5,210.5,0.0,2,1,210.5,109444.0,108529.5,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,210.5,0.0,210.5,105.25,0,0,0,1,0,,,,,,,,
998,-407.0,-49.0,-241.5,0.0,2,2,0.0,109323.25,108529.5,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,0.0,-241.5,241.5,-120.75,0,0,0,0,1,,,,,,,,
999,-407.0,0.0,-241.5,309.5,2,2,309.5,109357.25,108839.0,0.0,-407.0,407.0,-203.5,0,0,0,0,1,309.5,-241.5,551.0,34.0,1,0,0,1,1,,,,,,,,
1000,-305.5,-241.5,-49.0,108.5,2,1,-49.0,109387.0,108790.0,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,108.5,-49.0,157.5,29.75,1,0,0,1,1,,,,,,,,
